dates,open,high,low,close,volume,tickers
2005-12-13,107.41367874274516,107.835697721626,106.97560612126887,107.81638537087058,901,AAA
2005-12-14,107.81638537087058,108.17880469854495,107.49676635818028,108.09499763425175,1015,AAA
2005-12-15,108.09499763425175,108.45081005707657,107.92751227967426,107.96453063183755,895,AAA
2005-12-16,107.96453063183755,108.72032422108002,107.96453063183755,108.4674506710388,1091,AAA
2005-12-19,108.81617134756674,109.47636307131772,108.68706812774273,109.40342920017527,950,AAA
2005-12-20,109.40342920017527,110.2664046371403,109.28893125831534,109.83711382893219,960,AAA
2005-12-21,109.83711382893219,109.8761300463771,109.24761916167137,109.50367334068744,1036,AAA
2005-12-22,109.50367334068744,110.41881700693419,109.38142840025868,110.22673278296489,1101,AAA
2005-12-23,110.22673278296489,111.19614858740361,110.22673278296489,111.19614858740361,1209,AAA
2005-12-26,109.42759371834661,109.6423696134663,108.76262577799892,108.90835817389191,948,AAA
2005-12-27,108.90835817389191,109.2765702044054,108.76303704717567,109.00140082254293,965,AAA
2005-12-28,109.00140082254293,109.00140082254293,108.67057796229281,108.9172008150801,903,AAA
2005-12-29,108.9172008150801,108.94349180554883,107.92781981869257,107.92781981869257,971,AAA
2005-12-30,107.92781981869257,107.92781981869257,107.4636970669163,107.69479979990396,1082,AAA
2006-1-2,107.8551885895747,107.99500854844214,107.2947182149327,107.66752061799588,816,AAA
2006-1-3,107.66752061799588,108.3817961589756,107.66752061799588,107.96049025381816,1029,AAA
2006-1-4,107.96049025381816,108.29303223895965,107.50957996125007,107.50957996125007,966,AAA
2006-1-5,107.50957996125007,107.95931820858776,106.93530682924757,107.95931820858776,930,AAA
2006-1-6,107.95931820858776,108.28650693189309,107.64197891560099,107.64197891560099,837,AAA
2006-1-9,107.33753136104225,107.33753136104225,106.5639806951878,106.74548198794093,870,AAA
2006-1-10,106.74548198794093,108.01498087841502,106.74548198794093,107.79731561078802,1070,AAA
2006-1-11,107.79731561078802,108.38953953496365,107.79731561078802,108.09208765818174,938,AAA
2006-1-12,108.09208765818174,108.522320937775,107.75658294615363,107.75658294615363,1061,AAA
2006-1-13,107.75658294615363,107.75658294615363,107.03421532392898,107.24596592113204,987,AAA
2006-1-16,106.78526490567191,107.31959720841061,106.00149614611553,106.00149614611553,988,AAA
2006-1-17,106.00149614611553,106.35929253604495,105.68960661323847,105.86875519341505,936,AAA
2006-1-18,105.86875519341505,106.28786938228951,105.19067882782714,105.25993450328743,1032,AAA
2006-1-19,105.25993450328743,105.37593529168711,104.45716429395696,104.75272805941033,945,AAA
2006-1-20,104.75272805941033,105.0826084030288,104.5660396683294,104.67932914973868,1111,AAA
2006-1-23,104.83893347589952,104.83893347589952,104.37503052738734,104.52169387660062,955,AAA
2006-1-24,104.52169387660062,104.77082710213504,104.31710853058631,104.31710853058631,869,AAA
2006-1-25,104.31710853058631,104.48076756838861,104.07772509896319,104.37833728926475,957,AAA
2006-1-26,104.37833728926475,105.0814293322161,104.37156705005856,105.02283634737944,1027,AAA
2006-1-27,105.02283634737944,105.55006229373114,104.61650003160442,105.42262479892322,1100,AAA
2006-1-30,104.4050558180493,104.4050558180493,104.03123370739821,104.32245295066808,959,AAA
2006-1-31,104.32245295066808,104.46692969974323,104.08039296166709,104.28922963702114,1225,AAA
2006-2-1,104.28922963702114,104.74762753061029,104.19211073638206,104.49821903479439,972,AAA
2006-2-2,104.49821903479439,104.57251632890558,104.01843054436354,104.4416283265582,1006,AAA
2006-2-3,104.4416283265582,104.78021942491547,104.12916290235454,104.66359572942203,933,AAA
2006-2-6,103.25808606875758,103.58577899217136,103.09157290099331,103.49590861997653,867,AAA
2006-2-7,103.49590861997653,103.88228630295063,103.22258175047213,103.4856642241466,837,AAA
2006-2-8,103.4856642241466,103.82110846678349,103.10124872468838,103.68573129170092,1014,AAA
2006-2-9,103.68573129170092,104.40702611802426,103.68573129170092,103.83248010784583,980,AAA
2006-2-10,103.83248010784583,104.01499337137624,103.49092909385821,103.49092909385821,960,AAA
2006-2-13,101.48368096125425,101.60707756462716,100.6715534685843,100.89884532118603,882,AAA
2006-2-14,100.89884532118603,101.58978256642166,100.82193658497012,101.58978256642166,1101,AAA
2006-2-15,101.58978256642166,102.09118342382072,101.58978256642166,101.88153004880493,955,AAA
2006-2-16,101.88153004880493,102.73011367613385,101.88153004880493,102.73011367613385,892,AAA
2006-2-17,102.73011367613385,103.03804247966255,102.33898067104626,102.34987726891984,926,AAA
2006-2-20,103.23880456017575,103.7002845675881,103.23880456017575,103.58246008548403,877,AAA
2006-2-21,103.58246008548403,103.67374846417736,103.12944160632573,103.55023212009647,862,AAA
2006-2-22,103.55023212009647,103.71561844423736,102.91525348307684,103.59264580897067,1058,AAA
2006-2-23,103.59264580897067,104.59527787721649,103.59264580897067,104.12117195725676,1041,AAA
2006-2-24,104.12117195725676,105.14503751754602,104.04273794972576,104.04389070248553,937,AAA
2006-2-27,105.30569493993177,105.30587479164194,104.66383689812503,104.66383689812503,805,AAA
2006-2-28,104.66383689812503,105.09736461369262,104.33383733597165,104.83204900951682,958,AAA
2006-3-1,104.83204900951682,105.07456847536609,104.77597269446098,104.8258384636272,914,AAA
2006-3-2,104.8258384636272,104.92218820454508,104.33911779985212,104.33911779985212,926,AAA
2006-3-3,104.33911779985212,104.90654530411156,104.19441834935347,104.6607351707727,1008,AAA
2006-3-6,104.88714222378758,105.42992699969545,104.77666936988427,105.22932840500845,1020,AAA
2006-3-7,105.22932840500845,105.64195373154293,105.2149871264565,105.35247109937256,1081,AAA
2006-3-8,105.35247109937256,105.4803713787126,104.50270208139811,104.9496350606212,1089,AAA
2006-3-9,104.9496350606212,106.11147649280952,104.9496350606212,106.05068789223769,1065,AAA
2006-3-10,106.05068789223769,106.21265849460504,105.67621868464842,105.9303840124701,980,AAA
2006-3-13,105.41820096890417,106.31886940941818,105.25198554400862,106.11682906609961,1055,AAA
2006-3-14,106.11682906609961,106.46324332390559,105.80747504405335,106.40643588977979,1014,AAA
2006-3-15,106.40643588977979,106.40643588977979,105.54491873417126,105.66549054338829,1272,AAA
2006-3-16,105.66549054338829,106.3250575876294,105.66549054338829,106.3250575876294,915,AAA
2006-3-17,106.3250575876294,107.05198950647612,106.3250575876294,106.90671235677887,1127,AAA
2006-3-20,107.10399388896266,107.13777137984104,106.40432866927773,106.52306483993917,938,AAA
2006-3-21,106.52306483993917,106.690534210494,106.2951883784081,106.60599615687194,1086,AAA
2006-3-22,106.60599615687194,106.64833031808024,105.640392532639,105.66095422922034,1137,AAA
2006-3-23,105.66095422922034,105.66196884327115,104.85059855744846,105.21792623977245,1088,AAA
2006-3-24,105.21792623977245,106.285611647792,105.21792623977245,106.07396707147001,944,AAA
2006-3-27,107.10121616845908,107.18447336323311,106.63995379985005,106.79102601098269,931,AAA
2006-3-28,106.79102601098269,107.22940480286846,106.23483248175606,106.3982392414354,1039,AAA
2006-3-29,106.3982392414354,106.7915981586078,106.15103574157492,106.61709242445617,1054,AAA
2006-3-30,106.61709242445617,106.61709242445617,105.81328592448466,105.86223736490427,896,AAA
2006-3-31,105.86223736490427,106.3492928270642,105.86223736490427,106.19837439819923,1173,AAA
2006-4-3,105.53289006480456,105.80101821997562,105.40492355770722,105.692682669577,1020,AAA
2006-4-4,105.692682669577,105.99246355258913,105.49265569956466,105.81008059501693,1273,AAA
2006-4-5,105.81008059501693,106.09194006677248,105.74434777594142,106.09194006677248,1015,AAA
2006-4-6,106.09194006677248,106.10381591225011,105.6404091827009,105.67128848827863,1032,AAA
2006-4-7,105.67128848827863,106.4198806746477,105.67128848827863,106.08687799884078,919,AAA
2006-4-10,107.03868567905721,107.3887722968318,106.91530173394293,107.2457702134767,1017,AAA
2006-4-11,107.2457702134767,108.02877004824836,107.02520119319584,108.01744914662103,1135,AAA
2006-4-12,108.01744914662103,108.65498654145439,107.97366062888851,108.65498654145439,842,AAA
2006-4-13,108.65498654145439,109.2792895981437,108.62007440955448,109.2792895981437,1132,AAA
2006-4-14,109.2792895981437,109.97300643433987,109.2792895981437,109.82301180828892,963,AAA
2006-4-17,109.57310140694003,109.78246851904541,109.18430674847335,109.50230935492853,872,AAA
2006-4-18,109.50230935492853,110.34430147870924,109.50230935492853,109.85878010592076,919,AAA
2006-4-19,109.85878010592076,110.47084562190997,109.39629087964776,109.39629087964776,1009,AAA
2006-4-20,109.39629087964776,110.18482532085116,109.39629087964776,110.18482532085116,1078,AAA
2006-4-21,110.18482532085116,110.77027953079684,110.10875970363264,110.28991618126805,1144,AAA
2006-4-24,109.82018852588136,110.3207905203622,109.79281304404397,109.93581906804286,898,AAA
2006-4-25,109.93581906804286,110.07002724221866,109.17529603938983,109.45044830471926,1098,AAA
2006-4-26,109.45044830471926,110.20003324518395,109.45044830471926,110.1297102694005,961,AAA
2006-4-27,110.1297102694005,110.97556806247938,110.04686534257506,110.86705244538878,952,AAA
2006-4-28,110.86705244538878,111.37200678200577,110.86705244538878,110.97901900049563,1125,AAA
2006-5-1,111.49658487356618,111.53000786167561,110.84455162625709,111.42901205522426,851,AAA
2006-5-2,111.42901205522426,112.28180186086377,111.42901205522426,111.82045187406632,927,AAA
2006-5-3,111.82045187406632,112.61966756815015,111.6688219775192,111.97581012134637,1076,AAA
2006-5-4,111.97581012134637,113.1497752978997,111.97581012134637,112.62087023438201,996,AAA
2006-5-5,112.62087023438201,112.62273567246501,111.13589153206618,111.13589153206618,1210,AAA
2006-5-8,111.50625516026261,111.50625516026261,110.95548547176033,111.13219607848343,931,AAA
2006-5-9,111.13219607848343,111.18699088550163,110.69523881449949,110.90438744184434,1089,AAA
2006-5-10,110.90438744184434,111.55698814489809,110.90438744184434,111.255928963915,1046,AAA
2006-5-11,111.255928963915,111.26550015744088,109.88514160688214,109.93057606640473,1137,AAA
2006-5-12,109.93057606640473,109.93057606640473,109.02096165762701,109.0622922928524,1168,AAA
2006-5-15,109.10038286479927,109.67629820872516,108.96610201967408,109.635082403417,1114,AAA
2006-5-16,109.635082403417,109.67850462998565,108.63303944533682,109.06228693970863,1068,AAA
2006-5-17,109.06228693970863,109.2104737670207,108.84115584435857,109.18847659845773,1197,AAA
2006-5-18,109.18847659845773,110.29993609026965,109.18847659845773,110.29993609026965,1095,AAA
2006-5-19,110.29993609026965,110.29993609026965,108.94745070193166,109.4163749575198,1050,AAA
2006-5-22,111.25910821363371,111.25910821363371,110.41736360669516,110.88658991577019,957,AAA
2006-5-23,110.88658991577019,110.98065846187919,110.20946521862513,110.62201621531939,1009,AAA
2006-5-24,110.62201621531939,110.73010413674085,110.06579727064818,110.31784350637616,1010,AAA
2006-5-25,110.31784350637616,110.31784350637616,109.73451385554858,110.1519935696203,981,AAA
2006-5-26,110.1519935696203,110.74378171067795,110.12092555248648,110.40367680851313,874,AAA
2006-5-29,110.0315458760315,110.0315458760315,109.42898746897194,109.74817545751945,1086,AAA
2006-5-30,109.74817545751945,109.78127895014356,108.58695664528545,108.62031465859498,910,AAA
2006-5-31,108.62031465859498,109.69105887853183,108.62031465859498,109.69105887853183,1026,AAA
2006-6-1,109.69105887853183,109.7495327749214,109.18136428966754,109.49392255093152,933,AAA
2006-6-2,109.49392255093152,109.9957494391868,109.49392255093152,109.9957494391868,889,AAA
2006-6-5,110.14100103425612,110.33578784197084,109.44503001716359,109.9635865371948,942,AAA
2006-6-6,109.9635865371948,110.69663449260791,109.90013463708063,110.69663449260791,968,AAA
2006-6-7,110.69663449260791,111.53801076147873,110.54825757895058,111.52801540290189,962,AAA
2006-6-8,111.52801540290189,112.36704453062262,111.32627250433464,112.36704453062262,958,AAA
2006-6-9,112.36704453062262,113.2198227120319,112.36704453062262,112.7745150160577,1061,AAA
2006-6-12,112.98145684765775,112.98145684765775,112.08494877381048,112.35754222586469,987,AAA
2006-6-13,112.35754222586469,112.68844109332362,111.745653937507,112.68844109332362,1000,AAA
2006-6-14,112.68844109332362,113.07531233802716,112.03207847534942,112.41445782518808,871,AAA
2006-6-15,112.41445782518808,112.46389842276011,112.01164480359253,112.15596189898338,927,AAA
2006-6-16,112.15596189898338,112.75876894038308,111.96917987840874,112.64275028385556,886,AAA
2006-6-19,111.75576102355828,112.55143976599506,111.54839227932167,112.2075229291347,1148,AAA
2006-6-20,112.2075229291347,112.96264010982964,112.06431613823274,112.06431613823274,1112,AAA
2006-6-21,112.06431613823274,112.07582171150398,111.30903224891861,111.52535120650032,1073,AAA
2006-6-22,111.52535120650032,111.60949749245164,111.04078036720036,111.09231700164776,888,AAA
2006-6-23,111.09231700164776,111.98449083619607,110.92550355059669,111.52776097311632,1320,AAA
2006-6-26,113.96477331119526,114.34839289036775,113.70678144745223,114.13733127160353,953,AAA
2006-6-27,114.13733127160353,114.3401406021896,113.22460399378674,113.22460399378674,968,AAA
2006-6-28,113.22460399378674,114.02895357102918,113.22460399378674,113.74158628091016,1031,AAA
2006-6-29,113.74158628091016,113.94687955629175,113.48223407469884,113.83060857048257,1142,AAA
2006-6-30,113.83060857048257,114.69748739681971,113.83060857048257,114.47806390541564,1164,AAA
2006-7-3,113.23222511152676,113.41433991934709,112.7163483069737,113.41433991934709,1051,AAA
2006-7-4,113.41433991934709,113.8755077098162,112.89788485411776,112.89788485411776,933,AAA
2006-7-5,112.89788485411776,113.36283989983944,112.42246356675489,112.42246356675489,964,AAA
2006-7-6,112.42246356675489,113.00922555346271,112.27681354443949,112.44085453261822,1186,AAA
2006-7-7,112.44085453261822,113.23284937803092,111.89156480916826,113.01130617515457,993,AAA
2006-7-10,113.6222126363004,114.61493628954312,113.6222126363004,114.2044051344616,959,AAA
2006-7-11,114.2044051344616,114.38489813578202,113.69306543765053,114.38489813578202,1102,AAA
2006-7-12,114.38489813578202,114.77713988592265,114.29213137958644,114.58266680235346,770,AAA
2006-7-13,114.58266680235346,115.63230282328881,114.29961098213718,115.63230282328881,1077,AAA
2006-7-14,115.63230282328881,116.45739112506978,115.58862390024741,116.45739112506978,1014,AAA
2006-7-17,116.44264332139387,117.44105859445956,116.41487842442247,117.44105859445956,1026,AAA
2006-7-18,117.44105859445956,118.59075848339576,117.27139771265144,118.44355139648742,852,AAA
2006-7-19,118.44355139648742,119.56793694644792,118.22072670214928,119.39468656168023,1037,AAA
2006-7-20,119.39468656168023,119.89085144824539,119.17198374673399,119.82065436552985,979,AAA
2006-7-21,119.82065436552985,120.10553789633408,119.66156265294453,119.90639043391174,772,AAA
2006-7-24,121.08010788593084,121.91940987039968,121.08010788593084,121.8136622411022,1013,AAA
2006-7-25,121.8136622411022,121.97279051241055,121.49707015590592,121.88331050814327,1038,AAA
2006-7-26,121.88331050814327,122.99540599655663,121.8771141420654,122.71987946679447,944,AAA
2006-7-27,122.71987946679447,123.48385456159929,122.71851773012376,123.48385456159929,1097,AAA
2006-7-28,123.48385456159929,124.08465480761005,123.07472628545217,123.6746505923524,1062,AAA
2006-7-31,124.41078811041555,124.52305107255093,123.53234302507778,123.64327665865095,940,AAA
2006-8-1,123.64327665865095,123.78657098604548,122.94936683007346,122.94936683007346,924,AAA
2006-8-2,122.94936683007346,123.28396177107442,122.75599614676953,123.07654851442386,906,AAA
2006-8-3,123.07654851442386,123.52248885767392,122.99496537805187,123.26678861694069,914,AAA
2006-8-4,123.26678861694069,124.83335375079982,123.26678861694069,124.83335375079982,950,AAA
2006-8-7,126.04004221408157,126.62355691054695,125.99947483155833,126.29606157313546,988,AAA
2006-8-8,126.29606157313546,126.69193064316927,125.69692965185783,126.69193064316927,1009,AAA
2006-8-9,126.69193064316927,127.1983736562527,126.44182023239479,126.97003183124012,948,AAA
2006-8-10,126.97003183124012,127.48932895838485,126.87134524935092,127.43587385073565,924,AAA
2006-8-11,127.43587385073565,128.03127144260188,127.04868847081215,128.03127144260188,1040,AAA
2006-8-14,127.8748267083295,129.16025805064086,127.8748267083295,129.16025805064086,1014,AAA
2006-8-15,129.16025805064086,129.2126526465317,128.21251930690846,128.7539875151875,1021,AAA
2006-8-16,128.7539875151875,129.14848569977704,128.16280059776992,128.55342561092942,1056,AAA
2006-8-17,128.55342561092942,129.8195015038462,128.55342561092942,129.68497922961373,939,AAA
2006-8-18,129.68497922961373,130.64755716855927,129.47701597722536,130.48804501609482,836,AAA
2006-8-21,130.6926544050163,130.78007596723134,129.5265804303022,129.5674752973976,983,AAA
2006-8-22,129.5674752973976,129.82975798218303,129.31320480210562,129.34584886506732,921,AAA
2006-8-23,129.34584886506732,129.94019745445814,128.7975254329347,129.64769805745738,1002,AAA
2006-8-24,129.64769805745738,129.88523342655174,129.29389538989508,129.88523342655174,967,AAA
2006-8-25,129.88523342655174,130.2434023193661,129.22134068709207,129.22134068709207,1112,AAA
2006-8-28,130.8314465759462,131.0514846511632,130.54933229999762,130.54933229999762,712,AAA
2006-8-29,130.54933229999762,130.78196668735146,130.12090391847445,130.20237357041376,1010,AAA
2006-8-30,130.20237357041376,130.95853820768585,130.06126748169382,130.64478874855786,966,AAA
2006-8-31,130.64478874855786,132.04785124570168,130.64478874855786,132.04785124570168,898,AAA
2006-9-1,132.04785124570168,132.12139272479766,131.62892337296142,131.6390723743034,1157,AAA
2006-9-4,132.83069575993525,132.86926427036857,131.8132352144965,131.8132352144965,799,AAA
2006-9-5,131.8132352144965,132.2625218225763,131.8132352144965,132.10671499677096,1012,AAA
2006-9-6,132.10671499677096,132.3741566330945,131.71795396716453,131.8634216927918,1239,AAA
2006-9-7,131.8634216927918,132.65989331369386,131.84596479242234,132.55785272270577,965,AAA
2006-9-8,132.55785272270577,133.08598260227373,132.1729579772768,132.22863251277613,1108,AAA
2006-9-11,132.48075607314354,134.15884867017283,132.48075607314354,133.80698268985532,917,AAA
2006-9-12,133.80698268985532,134.1217860944098,132.64547774087023,132.79566235414404,1110,AAA
2006-9-13,132.79566235414404,133.82030886075273,132.54139080726733,133.5778288405248,1001,AAA
2006-9-14,133.5778288405248,133.5885213710335,132.7474608453993,132.7474608453993,897,AAA
2006-9-15,132.7474608453993,133.2135262992626,132.2493136726728,132.2493136726728,911,AAA
2006-9-18,132.31653258205594,132.88767696133385,132.0377394411272,132.8723201825133,1145,AAA
2006-9-19,132.8723201825133,133.2441237388982,132.50897088912387,132.51427785234884,849,AAA
2006-9-20,132.51427785234884,132.63753995894245,132.21346543238823,132.21346543238823,1058,AAA
2006-9-21,132.21346543238823,133.98047352792727,132.21346543238823,133.98047352792727,1012,AAA
2006-9-22,133.98047352792727,134.77322312661323,133.98047352792727,134.4236466523692,1250,AAA
2006-9-25,134.3651828767816,134.58198647282646,133.64778515838293,134.58198647282646,1015,AAA
2006-9-26,134.58198647282646,135.04220984139394,134.48449766835313,134.65708547715536,1208,AAA
2006-9-27,134.65708547715536,134.7616587027906,133.9864376351461,134.50979738098323,1031,AAA
2006-9-28,134.50979738098323,135.12845968616674,134.42786136514994,134.8010236540544,1090,AAA
2006-9-29,134.8010236540544,135.58918921080982,134.53592990878997,135.34707145060815,1018,AAA
2006-10-2,136.22096130371173,137.07777882709397,136.22096130371173,136.9749477955827,819,AAA
2006-10-3,136.9749477955827,137.8923237474942,136.80241873468358,137.56599482839727,902,AAA
2006-10-4,137.56599482839727,137.68546719278947,136.20097178457854,136.20097178457854,1031,AAA
2006-10-5,136.20097178457854,136.44102554877222,135.22001921775347,135.55767664580273,947,AAA
2006-10-6,135.55767664580273,136.3557515691488,135.55767664580273,135.89472335760064,1036,AAA
2006-10-9,137.55703994615402,137.85946542485414,137.03554909160584,137.76832406310953,1033,AAA
2006-10-10,137.76832406310953,138.0800178954534,136.88765909287162,136.88765909287162,1027,AAA
2006-10-11,136.88765909287162,137.70853672917715,136.8521266495544,137.70853672917715,1113,AAA
2006-10-12,137.70853672917715,138.1390733449589,137.45861032765217,138.00094133131998,1002,AAA
2006-10-13,138.00094133131998,138.9798048729342,138.00094133131998,138.87500942096452,1132,AAA
2006-10-16,138.15636614683822,138.33168785774726,137.8369501697555,137.85630348350915,1077,AAA
2006-10-17,137.85630348350915,138.60101358425928,137.6910473905819,138.32498817429362,1082,AAA
2006-10-18,138.32498817429362,138.43395306264026,137.58232380940322,137.7307253992551,1002,AAA
2006-10-19,137.7307253992551,138.56127471767024,137.7307253992551,138.21943234846398,938,AAA
2006-10-20,138.21943234846398,138.8631414683686,138.1368958254057,138.82102936474624,988,AAA
2006-10-23,136.95366458900128,137.4339718438232,136.3865461237532,137.32268443293145,979,AAA
2006-10-24,137.32268443293145,138.14408261567806,137.1840133889671,138.14408261567806,973,AAA
2006-10-25,138.14408261567806,138.17655752061583,136.8641225506347,137.55044211934785,999,AAA
2006-10-26,137.55044211934785,138.45789983503363,137.5046796025027,138.32358725646307,807,AAA
2006-10-27,138.32358725646307,139.0048707946706,138.32358725646307,138.88524341443593,1204,AAA
2006-10-30,140.13622665491675,140.20081893357977,139.1316749166154,139.1421935503676,898,AAA
2006-10-31,139.1421935503676,140.10752256635917,138.76085040434737,139.5165546356937,1163,AAA
2006-11-1,139.5165546356937,139.5165546356937,138.4193364750313,138.77185330781248,1272,AAA
2006-11-2,138.77185330781248,138.77185330781248,137.58410604114616,137.58410604114616,1117,AAA
2006-11-3,137.58410604114616,137.58410604114616,136.72538965233983,136.9390227377058,1119,AAA
2006-11-6,137.06210331579462,137.46254416492866,136.58280174932173,137.46254416492866,849,AAA
2006-11-7,137.46254416492866,137.54841078393687,136.76048079833976,136.76048079833976,1001,AAA
2006-11-8,136.76048079833976,137.97759769234133,136.58194381850402,137.97759769234133,1083,AAA
2006-11-9,137.97759769234133,137.97759769234133,136.74205510814042,137.00001137170213,1012,AAA
2006-11-10,137.00001137170213,137.00001137170213,135.78079248187927,136.08665023568634,1027,AAA
2006-11-13,135.6652433712998,136.0815860453293,135.4999884092468,135.51373751529738,1210,AAA
2006-11-14,135.51373751529738,135.712826815262,135.11369583497267,135.4604239385301,996,AAA
2006-11-15,135.4604239385301,135.86033328123472,135.33437948972608,135.4440732801931,1158,AAA
2006-11-16,135.4440732801931,135.4970449987148,134.72570294360708,134.72570294360708,1141,AAA
2006-11-17,134.72570294360708,135.71831707417758,134.60320501032473,135.39366219574367,1043,AAA
2006-11-20,134.99922580311613,134.99922580311613,133.73582958784294,134.05362473787943,1001,AAA
2006-11-21,134.05362473787943,134.73989456022508,133.46678148166416,133.5232367201195,1105,AAA
2006-11-22,133.5232367201195,135.05493780706922,133.5232367201195,134.79977754476025,998,AAA
2006-11-23,134.79977754476025,135.13243425961093,134.41718372486426,134.41718372486426,878,AAA
2006-11-24,134.41718372486426,134.5074446886399,133.40649416838832,133.4772854871425,937,AAA
2006-11-27,135.04485728728997,135.8952621720772,135.04485728728997,135.53301694818333,973,AAA
2006-11-28,135.53301694818333,136.23517800499587,135.23116970046468,135.55611395972696,943,AAA
2006-11-29,135.55611395972696,135.9769388797175,135.42772914762972,135.80804852373186,961,AAA
2006-11-30,135.80804852373186,137.14965956471826,135.72296733285756,136.92704739227347,991,AAA
2006-12-1,136.92704739227347,137.15121396589603,136.54091090396915,136.54091090396915,1041,AAA
2006-12-4,135.83848105213795,136.33673299682044,135.83848105213795,135.9617542865732,1015,AAA
2006-12-5,135.9617542865732,137.4923734195213,135.6256211044816,137.0568478674378,1045,AAA
